compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,hos_beds,hos_dsch,hos_res,hos_children,hos_majteach,hos_vmajteach,hos_teachint,hos_highdpp,hos_ucburden,hos_highuc,hos_ownership,hos_net_revenue,hos_total_revenue
CHSP00002564,170013,Hays Medical Center  Inc.,2220 Canterbury Drive,Hays,KS,67601,1,HSI00001431,Hays Medical Center,Hays,KS,144,4316,0,0,0,0,0,0,0.0467839033,0,1,206643054,647328935
CHSP00002565,521336,Hayward Area Memorial Hospital,11040 North State Road 77,Hayward,WI,54843,1,,,,,25,784,0,0,0,0,0,0,0.0794230322,0,1,66031837,130209659
CHSP00002566,340184,Haywood Regional Medical Center,262 Leroy George Drive,Clyde,NC,28721,1,HSI00000584,Lifepoint Health,Brentwood,TN,121,3583,0,0,0,0,0,0,0.0583751288,0,5,139013647,588399716
CHSP00002567,180029,Hazard Arh,100 Medical Center Drive,Hazard,KY,41701,1,HSI00000041,Appalachian Regional Healthcare,Lexington,KY,230,8412,11.43,0,0,0,0.0496956522,1,0.0113572587,0,1,225351386,1123035806
CHSP00002568,051337,Hazel Hawkins Mem. Hospital,911 Sunset Drive,Hollister,CA,95023,1,,,,,25,2321,0,0,0,0,0,0,0.0327520906,0,3,139706408,378324987
CHSP00002570,051321,Healdsburg District Hospital,1375 University Avenue,Healdsburg,CA,95448,1,HSI00000852,Providence,Renton,WA,25,490,0,0,0,0,0,0,0.3128814674,1,1,49081088,121788182
CHSP00002572,330004,Health Alliance Hospital - Broadway Campus,396 Broadway,Kingston,NY,12401,1,HSI00001252,WMC Health,Valhalla,NY,,,,,,,,,,,,,
CHSP00002573,330224,Benedictine Hospital,105 Marys Avenue,Kingston,NY,12401,1,HSI00001252,WMC Health,Valhalla,NY,111,5493,20.56,0,0,0,0.1852252252,0,0.1044790156,0,1,137126634,877341393
CHSP00002574,100030,Orlando Health-Health Central Hospit,10000 West Colonial Drive,Ocoee,FL,34761,1,HSI00000796,Orlando Health,Orlando,FL,284,16220,0,0,0,0,0,0,0.1398174724,1,1,306453359,2131305478
CHSP00002575,100177,Cape Canaveral Hospital Inc,701 West Cocoa Beach Causeway,Cocoa Beach,FL,32931,1,HSI00000461,Health First,Rockledge,FL,150,7369,0,0,0,0,0,0,0.1258172159,1,1,171664502,781437964
CHSP00002576,100019,Holmes Regl Medical Center,1350 South Hickory Street,Melbourne,FL,32901,1,HSI00000461,Health First,Rockledge,FL,550,29193,0,0,0,0,0,0,0.1148613067,1,1,593053145,3118216331
CHSP00002577,100316,Palm Bay Hospital,1425 Malabar Road Ne,Palm Bay,FL,32907,1,HSI00000461,Health First,Rockledge,FL,120,7920,0,0,0,0,0,0,0.145750944,1,1,153634084,818079654
CHSP00002578,100315,Viera Hospital Inc,8745 North Wickham Road,Melbourne,FL,32940,1,HSI00000461,Health First,Rockledge,FL,84,6008,0,0,0,0,0,0,0.0683101928,0,1,162865584,815988026
CHSP00002580,220001,Healthalliance-Clinton,60 Hospital Road,Leominster,MA,01453,1,HSI00001122,UMass Memorial Health Care,Worcester,MA,125,7660,9.15,0,0,0,0.0732,0,0.0132948163,0,1,190580654,698863550
CHSP00002583,230275,Healthsource Saginaw  Inc.,3340 Hospital Road,Saginaw,MI,48603,0,,,,,7,321,0,0,0,0,0,0,,0,3,43618270,65997322
CHSP00002584,673032,Encompass Health Rehabilitation Hosp,1400 Hesters Crossing Road,Round Rock,TX,78681,0,,,,,75,1889,0,0,0,0,0,0,,0,5,40863626,63236915
CHSP00002585,363033,The Rehabilitation Institute Of Ohio,835 South Main Street,Dayton,OH,45402,0,,,,,60,1254,0,0,0,0,0,0,,0,5,23174738,39300632
CHSP00002586,453029,Encompass Health Rehabilitation Hosp,19002 Mckay Drive,Humble,TX,77338,0,,,,,74,1219,0,0,0,0,0,0,,0,5,27539539,36386902
CHSP00002589,103033,Encompass Health Rehabilitation Hosp,1675 Riggins Road,Tallahassee,FL,32308,0,,,,,76,1201,0,0,0,0,0,0,,0,5,23082688,32289437
CHSP00002591,453031,Encompass Health Rehabilitation Hosp,9119 Cinnamon Hill,San Antonio,TX,78240,0,,,,,108,1603,0,0,0,0,0,0,,0,5,31165121,46182915
CHSP00002592,053308,Healthbridge Childrens Acute,393 South Tustin Street,Orange,CA,92866,1,,,,,,,,1,,,,,,,5,,
CHSP00002593,453309,Healthbridge Childrens Hospital Of,2929 Woodland Park Drive,Houston,TX,77082,1,,,,,,,,1,,,,,,,5,,
CHSP00002594,100081,Healthmark Regional Medical Center,4413 Us Highway 331 South,Defuniak Springs,FL,32435,1,,,,,,,,,,,,,,,,,
CHSP00002597,103045,Encompass Health Rehabilitation Hosp,831 South State Road 434,Altamonte Springs,FL,32714,0,,,,,70,1940,0,0,0,0,0,0,,0,5,39810876,59312926
CHSP00002601,450824,Heart Hospital Of Austin,3801 N Lamar Blvd,Austin,TX,78756,0,HSI00000492,HCA Healthcare,Nashville,TN,,,,,,,,,,,,,
CHSP00002602,190263,Our Lady Of Lourdes Heart Hospital,1105 Kaliste Saloom Rd,Lafayette,LA,70508,0,HSI00000376,Franciscan Missionaries of Our Lady Health System,Baton Rouge,LA,,,,,,,,,,,,,
CHSP00002603,320083,Heart Hospital Of New Mexico At Lovelace Medical Center,504 Elm St Ne,Albuquerque,NM,87102,0,HSI00000046,Ardent Health Services,Nashville,TN,,,,,,,,,,,,,
CHSP00002604,351332,Heart Of America Medical Center,800 Main Avenue South,Rugby,ND,58368,1,,,,,25,207,0,0,0,0,0,0,0.0183166403,0,2,24741135,42182704
CHSP00002605,100137,Adventhealth Heart Of Florida,40100 Highway 27,Davenport,FL,33837,1,HSI00000010,AdventHealth,Altamonte Springs,FL,193,8979,0,0,0,0,0,0,0.0895489528,0,2,251979420,2018584309
CHSP00002606,390068,Upmc Lititz,1500 Highlands Drive,Lititz,PA,17543,1,HSI00001126,UPMC,Pittsburgh,PA,46,3544,27.04,0,1,0,0.587826087,0,0.072838678,0,1,102799224,343284023
CHSP00002607,451348,Heart Of Texas Healthcare System,2008 Nine Road,Brady,TX,76825,1,,,,,14,160,0,0,0,0,0,0,0.2674438134,1,3,12602101,28003661
CHSP00002608,061322,Heart Of The Rockies Reg Med Center,1000 Rush Drive,Salida,CO,81201,1,,,,,25,737,0,0,0,0,0,0,0.0199963247,0,3,117488130,249318657
CHSP00002609,264013,Heartland Behavioral Health Services,1500 West Ashland Street,Nevada,MO,64772,0,HSI00001148,Universal Health Services,Norristown,PA,,,,,,,,,,,,,
CHSP00002610,364031,Heartland Rph,3000 Erie Stree South,Massillon,OH,44646,0,,,,,156,315,0,0,0,0,0,0,,0,3,,
CHSP00002611,140184,Heartland Regional Medical Center,3333 West Deyoung,Marion,IL,62959,1,HSI00000860,Quorum Health Corporation,Brentwood,TN,94,1865,0,0,0,0,0,0,0.0501754551,0,5,96115237,551201079
CHSP00002614,461307,Heber Valley Hospital,1485 South Highway 40,Heber City,UT,84032,1,HSI00000516,Intermountain Healthcare,Salt Lake City,UT,19,662,0,0,0,0,0,0,0.0348644436,0,1,55848291,102903517
CHSP00002615,222007,Hebrew Rehabilitation Center,1200 Centre Street,Roslindale,MA,02131,0,,,,,667,298,0,0,0,0,0,0,,0,1,128347948,175188425
CHSP00002616,261321,Hedrick Medical Center,2799 North Washington Street,Chillicothe,MO,64601,1,HSI00000935,Saint Lukes Health System,Kansas City,MO,25,794,0,0,0,0,0,0,0.0906666868,0,1,63840388,127130071
CHSP00002617,161336,Hegg Memorial Health Center,1202 21st Avenue,Rock Valley,IA,51247,1,HSI00000068,Avera Health,Sioux Falls,SD,25,144,0,0,0,0,0,0,0.0203534994,0,1,23379685,31099390
CHSP00002619,330405,Helen Hayes Hospital,Route 9w,West Haverstraw,NY,10993,0,,,,,,,,0,,,,,,,3,59810567,138095937
CHSP00002620,010019,Helen Keller Hospital,1300 South Montgomery Avenue,Sheffield,AL,35660,1,HSI00000467,Huntsville Hospital Health System,Huntsville,AL,178,6553,0,0,0,0,0,0,0.066250839,0,3,91978266,498880673
CHSP00002621,393056,Helen M. Simpson Rehabilitation Hosp,4300 Londonderry Road,Harrisburg,PA,17109,0,,,,,55,1211,0,0,0,0,0,0,,0,5,29565250,80675644
CHSP00002622,231304,Helen Newberry Joy Hospital,502 West Harrie Street,Newberry,MI,49868,1,HSI00001188,Upper Peninsula Health Care Solutions,Marquette,MI,25,343,0,0,0,0,0,0,0.0901043331,0,3,34924612,63362210
CHSP00002623,040085,Helena Regional Medical Center,1801 Martin Luther King Drive,Helena,AR,72342,1,HSI00000860,Quorum Health Corporation,Brentwood,TN,127,205,0,0,0,0,0,0,0.0549357052,0,5,12751457,69113549
CHSP00002624,050390,Hemet Valley Medical Center,1117 East Devonshire Avenue,Hemet,CA,92543,1,,,,,230,7852,72.99,0,1,0,0.3173478261,1,0.015733797,0,5,169463395,748893294
CHSP00002626,450578,Hemphill County Hospital,1020 South Fourth Street,Canadian,TX,79014,1,,,,,15,230,0,0,0,0,0,0,0.0830992873,0,3,11845739,19611186
CHSP00002627,440008,Henderson County Community Hospital,200 West Church Street,Lexington,TN,38351,1,,,,,36,871,0,0,0,0,0,0,,0,5,28090372,124253488
CHSP00002628,281308,Henderson Health Care Services,1621 Front Street,Henderson,NE,68371,1,,,,,13,90,0,0,0,0,0,0,0.0221420817,0,2,14307125,18868310
CHSP00002629,450229,Hendrick Medical Center,1900 Pine Street,Abilene,TX,79601,1,HSI00000471,Hendrick Health System,Abilene,TX,599,21583,0,0,0,0,0,0,0.0778437688,0,2,663047650,4877011989
CHSP00002630,241339,Hendricks Community Hospital Assoc,503 East Lincoln Street,Hendricks,MN,56136,1,,,,,24,57,0,0,0,0,0,0,0.0208126946,0,1,14477825,20648506
CHSP00002631,150005,Hendricks Regional Health,1000 East Main Street,Danville,IN,46122,1,HSI00000472,Hendricks Regional Health,Danville,IN,130,5374,0,0,0,0,0,0,0.0617294384,0,3,380566884,1064002794
CHSP00002632,101309,Hendry Regional Medical Center,524 West Sagamore Avenue,Clewiston,FL,33440,1,HSI00000860,Quorum Health Corporation,Brentwood,TN,25,555,0,0,0,0,0,0,0.112383783,1,3,41063904,79454420
CHSP00002633,240004,Hennepin County Medical Center,701 Park Avenue South,Minneapolis,MN,55415,1,HSI00000473,Hennepin Healthcare,Minneapolis,MN,335,13847,286.74,0,1,1,0.8559402985,1,0.0564877151,0,3,1194466000,3134801000
CHSP00002634,490118,Henrico Doctors Hospital,1602 Skipwith Road,Richmond,VA,23229,1,HSI00000492,HCA Healthcare,Nashville,TN,686,20663,0,0,0,0,0,0,0.0263509256,0,5,636683418,5929858221
CHSP00002635,161356,Henry County Health Center,407 South White Street,Mount Pleasant,IA,52641,1,,,,,25,216,0,0,0,0,0,0,0.0184947269,0,1,35874973,64308492
CHSP00002636,361309,Henry County Hospital (Cah),1600 East Riverview Avenue,Napoleon,OH,43545,1,,,,,25,526,0,0,0,0,0,0,0.0390640794,0,1,33299491,79764627
CHSP00002637,150030,Henry County Memorial Hospital,1000 North 16th Street,New Castle,IN,47362,1,HSI00000474,Henry Community Health,New Castle,IN,48,2180,0,0,0,0,0,0,0.1241882223,1,3,137750265,426026169
CHSP00002638,440132,Henry County Medical Center,301 Tyson Avenue,Paris,TN,38242,1,,,,,43,2283,0,0,0,0,0,0,0.079367381,0,3,77746321,287519559
CHSP00002639,230092,W.A. Foote Memorial Hospital,205 North East Avenue,Jackson,MI,49201,1,HSI00000475,Henry Ford Health,Detroit,MI,332,15208,106.03,0,1,0,0.3193674699,0,0.0231628229,0,1,684634565,2227549700
CHSP00002640,230053,Henry Ford Hospital,2799 West Grand Boulevard,Detroit,MI,48202,1,HSI00000475,Henry Ford Health,Detroit,MI,672,31848,634,0,1,1,0.943452381,1,0.0395109928,0,1,2062519000,5616834578
CHSP00002641,234011,Kingswood Hospital,10300 West Eight Mile Road,Ferndale,MI,48220,0,HSI00000475,Henry Ford Health,Detroit,MI,136,2479,6.27,0,0,0,0.0461029412,0,,0,1,14016261,47408340
CHSP00002643,230047,Henry Ford Health Macomb Hospital,15855 19 Mile Road,Clinton Township,MI,48038,1,HSI00000475,Henry Ford Health,Detroit,MI,303,18888,114.08,0,1,0,0.3765016502,0,0.0158930229,0,1,593679325,1695937283
CHSP00002646,230302,Henry Ford West Bloomfield Hospital,6777 West Maple Road,West Bloomfield,MI,48322,1,HSI00000475,Henry Ford Health,Detroit,MI,191,13711,28.27,0,0,0,0.1480104712,0,0.0302122209,0,1,528100020,1282746735
CHSP00002647,230146,Henry Ford Health Wyandotte Hospital,2333 Biddle Avenue,Wyandotte,MI,48192,1,HSI00000475,Henry Ford Health,Detroit,MI,276,14066,51.88,0,0,0,0.1879710145,0,0.0193149392,0,1,366652701,1181359289
CHSP00002649,050624,Henry Mayo Newhall Memorial Hospital,23845 Mcbean Parkway,Valencia,CA,91355,1,,,,,315,10515,0,0,0,0,0,0,0.1008289106,0,1,382748211,2221958320
CHSP00002650,450155,Hereford Regional Medical Ctr,540 West 15th Street,Hereford,TX,79045,1,,,,,32,512,0,0,0,0,0,1,0.2197709754,1,3,19080177,50649203
CHSP00002651,171340,Herington Hospital,100 East Helen Street,Herington,KS,67449,1,,,,,15,242,0,0,0,0,0,0,0.1779269924,1,1,15357276,42351978
CHSP00002652,054104,Heritage Oaks Hospital,4250 Auburn Boulevard,Sacramento,CA,95841,0,HSI00001148,Universal Health Services,Norristown,PA,125,3739,0,0,0,0,0,0,,0,5,54132965,76207389
CHSP00002653,670076,Heritage Park Surgical Hospital,3601 North Calais Street,Sherman,TX,75090,1,HSI00000096,Baylor Scott and White Health,Dallas,TX,12,443,0,0,0,0,0,0,0.0397478732,0,5,52549679,216320617
CHSP00002654,390036,Heritage Valley Beaver,1000 Dutch Ridge Road,Beaver,PA,15009,1,HSI00000476,Heritage Valley Health System,Beaver,PA,148,8785,23.57,0,0,0,0.1592567568,0,0.0601346302,0,5,214761269,666874090
CHSP00002655,390037,Heritage Valley Sewickley,720 Blackburn Road,Sewickley,PA,15143,1,HSI00000476,Heritage Valley Health System,Beaver,PA,130,5070,0,0,0,0,0,0,0.0895453532,0,5,122904874,347204566
CHSP00002656,261314,Hermann Area District Hospital,509 West 18th Street,Hermann,MO,65041,1,,,,,24,171,0,0,0,0,0,0,0.0407790052,0,3,17279813,32733198
CHSP00002658,140011,Herrin Hospital,201 South 14th Street,Herrin,IL,62948,1,HSI00001009,Southern Illinois Healthcare,Carbondale,IL,85,5433,0,0,0,0,0,0,0.13461103,1,1,197717539,784889500
CHSP00002659,220095,Henry Heywood Memorial Hospital,242 Green Street,Gardner,MA,01440,1,HSI00000478,Heywood Healthcare,Gardner,MA,114,3259,0,0,0,0,0,0,0.0479618563,0,1,135580609,334795626
CHSP00002660,050279,Hi - Desert Medical Center,6601 White Feather Road,Joshua Tree,CA,92284,1,HSI00001066,Tenet Healthcare,Dallas,TX,55,1726,2.68,0,0,0,0.0487272727,1,0.0199167338,0,3,83994425,462567770
CHSP00002661,100053,Hialeah Hospital,651 East 25th Street,Hialeah,FL,33013,1,HSI00001037,Steward Health Care System,Dallas,TX,,,,,,,,,,,,,
CHSP00002662,171341,Hiawatha Community Hospital,300 Utah Street,Hiawatha,KS,66434,1,,,,,25,654,0,0,0,0,0,0,0.0809657839,0,1,23917445,52346364
CHSP00002663,454065,Hickory Trail Hospital,2000 Old Hickory Trail,Desoto,TX,75115,0,HSI00001148,Universal Health Services,Norristown,PA,86,2570,0,0,0,0,0,0,,0,5,16447474,49063888
CHSP00002665,340004,High Point Medical Center,601 North Elm Street,High Point,NC,27262,1,HSI00001526,Advocate Health,Charlotte,NC,288,12705,11.44,0,0,0,0.0397222222,0,0.0525917091,0,1,406116370,1499854378
CHSP00002666,250117,Highland Community Hospital,130 Highland Parkway,Picayune,MS,39466,1,HSI00000371,Forrest Health,Hattiesburg,MS,49,1312,0,0,0,0,0,0,0.0785103649,0,3,42357909,157073054
CHSP00002667,361332,Highland District Hospital,1275 North High Street,Hillsboro,OH,45133,1,HSI00001086,The Ohio State University Wexner Medical Center,Columbus,OH,25,939,0,0,0,0,0,0,0.0535230063,0,3,59587570,159398768
CHSP00002668,330164,Highland Hospital,1000 South Avenue,Rochester,NY,14620,1,HSI00001179,University of Rochester Medical Center,Rochester,NY,261,15399,85.37,0,1,0,0.3270881226,0,0.0474962886,0,1,433361604,1136463101
CHSP00002669,514001,Highland Hospital,300 56th Street Se,Charleston,WV,25304,0,,,,,115,949,0,0,0,0,0,0,,0,1,31860645,64317566
CHSP00002670,050320,Alameda Health System,1411 East 31st Street,Oakland,CA,94602,1,HSI00000018,Alameda Health System,Oakland,CA,217,12000,113.51,0,1,0,0.5230875576,1,0.2296730159,1,3,269423652,2755462028
CHSP00002672,464015,Highland Ridge Hospital,7309 South 180 West,Midvale,UT,84047,0,,,,,67,1787,0,0,0,0,0,0,,0,5,13573375,31382322
CHSP00002673,514011,Highland-Clarksburg Hospital,3 Hospital Plaza,Clarksburg,WV,26301,0,,,,,,,,0,,,,,,,1,,
CHSP00002674,064024,Uhs Of Denver Inc,8565 South Poplar Way,Littleton,CO,80130,0,HSI00001148,Universal Health Services,Norristown,PA,86,3130,0,0,0,0,0,0,,0,5,21811424,59662137
CHSP00002675,390184,Highlands Hospital,401 East Murphy Avenue,Connellsville,PA,15425,1,,,,,61,934,0,0,0,0,0,0,0.017768102,0,1,23511786,68192712
CHSP00002676,010061,Highlands Medical Center,380 Woods Cove Road,Scottsboro,AL,35768,1,HSI00000467,Huntsville Hospital Health System,Huntsville,AL,45,2278,0,0,0,0,0,0,0.0557098138,0,3,45947118,153770352
CHSP00002677,100049,Hca Florida Highlands Hospital,3600 South Highlands Avenue,Sebring,FL,33870,1,HSI00000492,HCA Healthcare,Nashville,TN,109,3766,0,0,0,0,0,0,0.1164390174,1,5,80986380,796932564
CHSP00002678,180005,Highlands Regional Medical Center,5000 Kentucky Route 321,Prestonsburg,KY,41653,1,HSI00000041,Appalachian Regional Healthcare,Lexington,KY,145,3668,0,0,0,0,0,1,0.0105494778,0,1,98532302,520550696
CHSP00002679,453086,Las Palmas Del Sol Rehabilitation Hospital East,1395 George Dieter Dr,El Paso,TX,79936,0,HSI00000492,HCA Healthcare,Nashville,TN,,,,,,,,,,,,,
CHSP00002680,341316,Highlands Cashiers Hospital,190 Hospital Drive,Highlands,NC,28741,1,HSI00000492,HCA Healthcare,Nashville,TN,24,481,0,0,0,0,0,0,0.0692401325,0,5,19010905,51689947
CHSP00002681,500011,Highline Medical Center,16251 Sylvester Road Sw,Burien,WA,98166,1,HSI00001427,CommonSpirit Health,Chicago,IL,110,6829,0,0,0,0,0,1,0.1518284497,1,1,177606814,1075874840
CHSP00002682,342014,Highsmith Rainey Memorial Hospital,150 Robeson Street,Fayetteville,NC,28301,0,HSI00000162,Cape Fear Valley Health System,Fayetteville,NC,66,216,0,0,0,0,0,0,,0,3,32138445,152967878
CHSP00002683,450604,Hill Country Memorial Hospital,1020 South State Highway 16,Fredericksburg,TX,78624,1,,,,,57,1642,0,0,0,0,0,0,0.0704156073,0,1,77664760,264324977
CHSP00002684,014000,Hill Crest Behavioral Health,6869 Fifth Avenue South,Birmingham,AL,35212,0,HSI00001148,Universal Health Services,Norristown,PA,,,,0,,,,,,,5,,
CHSP00002685,010138,Hill Hospital Of Sumter County,751 Derby Drive,York,AL,36925,1,,,,,33,240,0,0,0,0,0,1,0.0534710342,0,3,3697836,6863163
CHSP00002686,451395,Hill Regional Hospital,101 Circle Drive,Hillsboro,TX,76645,1,,,,,,,,,,,,,,,,,
CHSP00002687,360230,Hillcrest Hospital,6780 Mayfield Road,Cleveland,OH,44124,1,HSI00001078,Cleveland Clinic,Cleveland,OH,449,22417,33.47,0,0,0,0.0745434298,0,0.0404696403,0,1,597508993,1874797213
CHSP00002688,370202,Hillcrest Hospital South,8801 South 101st East Avenue,Tulsa,OK,74133,1,HSI00000046,Ardent Health Services,Nashville,TN,152,9388,0,0,0,0,0,0,0.0285730628,0,5,218898874,1186815111
CHSP00002689,370039,Hillcrest Hospital Claremore,1202 North Muskogee Place,Claremore,OK,74017,1,HSI00000046,Ardent Health Services,Nashville,TN,41,2371,0,0,0,0,0,0,0.0755875489,0,5,68490757,437997426
CHSP00002690,370099,Hillcrest Hospital Cushing,1027 East Cherry Street,Cushing,OK,74023,1,HSI00000046,Ardent Health Services,Nashville,TN,24,367,0,0,0,0,0,1,0.1339239232,1,5,10954393,67832565
CHSP00002691,370183,Hillcrest Hospital Henryetta,2401 West Main Street,Henryetta,OK,74437,1,HSI00000046,Ardent Health Services,Nashville,TN,15,485,0,0,0,0,0,1,0.1252228585,1,5,15753972,93102723
CHSP00002692,370001,Hillcrest Medical Center,1120 South Utica Avenue,Tulsa,OK,74104,1,HSI00000046,Ardent Health Services,Nashville,TN,424,18989,64.16,0,0,0,0.1513207547,0,0.0289980937,0,5,563802300,3835858909
CHSP00002693,231316,Hills & Dales General Hospital,4675 Hill Street,Cass City,MI,48726,1,,,,,25,284,0,0,0,0,0,0,0.0385322473,0,1,41201743,79193157
CHSP00002694,141332,Hillsboro Area Hospital,1200 East Tremont Street,Hillsboro,IL,62049,1,,,,,25,268,0,0,0,0,0,0,0.1212933278,1,1,33651053,66558729
CHSP00002695,171357,Hillsboro Community Hospital,701 South Main Street,Hillsboro,KS,67063,1,,,,,15,141,0,0,0,0,0,0,0.0965971971,0,5,7310504,10924425
CHSP00002696,230037,Hillsdale Hospital,168 South Howell Street,Hillsdale,MI,49242,1,,,,,42,1499,0,0,0,0,0,1,0.101315127,0,1,69737854,162637046
CHSP00002698,363026,Hillside Hospital,8747 Squires Lane Ne,Warren,OH,44484,0,HSI00001037,Steward Health Care System,Dallas,TX,65,820,0,0,0,0,0,0,,0,5,23257548,70284009
CHSP00002699,120005,Hilo Medical Center,1190 Waianuenue Avenue,Hilo,HI,96720,1,HSI00000454,Hawaii Health Systems Corporation,Honolulu,HI,166,7152,14.11,0,0,0,0.085,1,0.0451868006,0,3,234207354,633614333
CHSP00002700,420080,Hilton Head Hospital,25 Hospital Center Boulevard,Hilton Head Island,SC,29926,1,HSI00001066,Tenet Healthcare,Dallas,TX,109,5768,0,0,0,0,0,0,0.0423023465,0,5,165685488,902775096
CHSP00002703,050224,Hoag Memorial Hospital Presbyterian,One Hoag Drive,Newport Beach,CA,92663,1,HSI00000484,Hoag Memorial Hospital Presbyterian,Newport Beach,CA,512,31699,0,0,0,0,0,0,0.0504286773,0,1,1275137529,4181347703
CHSP00002705,050769,Hoag Orthopedic Institute,16250 Sand Canyon Avenue,Irvine,CA,92618,0,HSI00000484,Hoag Memorial Hospital Presbyterian,Newport Beach,CA,70,1964,0,0,0,0,0,0,,0,5,150823710,553093971
CHSP00002706,310040,Hoboken University Medical Center,308 Willow Avenue,Hoboken,NJ,07030,1,HSI00000169,Carepoint Health,Jersey City,NJ,114,3195,36.33,0,1,0,0.3186842105,1,0.1397850166,1,5,133894471,2604141768
CHSP00002707,361330,Hocking Valley,601 State Route 664 North,Logan,OH,43138,1,HSI00001086,The Ohio State University Wexner Medical Center,Columbus,OH,25,323,0,0,0,0,0,0,0.1388461298,1,3,39424503,98243145
CHSP00002708,171369,Hodgeman County Health Center,809 Bramley Street,Jetmore,KS,67854,1,,,,,25,134,0,0,0,0,0,0,0.0381772069,0,3,10312970,12804795
CHSP00002709,371321,Holdenville General Hospital,100 Mcdougal Drive,Holdenville,OK,74848,1,,,,,25,340,0,0,0,0,0,0,0.1009365465,0,3,14371621,29471752
CHSP00002710,230072,Holland Hospital,602 Michigan Avenue,Holland,MI,49423,1,HSI00001319,Holland Hospital,Holland,MI,189,6722,0,0,0,0,0,0,0.0638349054,0,1,260880036,755884614
CHSP00002711,344014,Holly Hills Hospital,3019 Falstaff Road,Raleigh,NC,27610,0,HSI00001148,Universal Health Services,Norristown,PA,296,8504,0,0,0,0,0,0,,0,5,57927680,134974504
CHSP00002712,050063,Hollywood Presbyterian Medical Cntr,1300 North Vermont Avenue,Los Angeles,CA,90027,1,,,,,317,14104,4.26,0,0,0,0.0134384858,1,0.0162179818,0,5,431949794,1481688798
CHSP00002713,171319,Holton Community Hospital,1110 Columbine Drive,Holton,KS,66436,1,,,,,14,208,0,0,0,0,0,0,0.0249347662,0,3,21546888,38210948
CHSP00002715,210065,Holy Cross Germantown Hospital,19801 Observation Drive,Germantown,MD,20876,1,HSI00001106,Trinity Health,Livonia,MI,78,5574,0,0,0,0,0,0,,0,2,130279903,145361419
CHSP00002716,210004,Holy Cross Hospital,1500 Forest Glen Road,Silver Spring,MD,20910,1,HSI00001106,Trinity Health,Livonia,MI,423,21819,32.16,0,0,0,0.0760283688,1,0.0000419834,0,2,523376671,607688011
CHSP00002717,100073,Holy Cross Hospital,4725 North Federal Highway,Fort Lauderdale,FL,33308,1,HSI00001106,Trinity Health,Livonia,MI,319,13114,80.77,0,1,0,0.2531974922,0,0.0421938752,0,2,555878871,2465723302
CHSP00002718,140133,Holy Cross Hospital,2701 West 68th Street,Chicago,IL,60629,1,HSI00000987,Sinai Health System,Chicago,IL,155,5738,4.22,0,0,0,0.0272258065,1,0.0782061266,0,2,95777502,440058467
CHSP00002720,220080,Steward Holy Family Hospital,70 East Street,Methuen,MA,01844,1,HSI00001037,Steward Health Care System,Dallas,TX,293,10747,4.17,0,0,0,0.0142320819,1,0.0766925058,0,5,258889350,522320511
CHSP00002721,220174,Holy Family Hospital,140 Lincoln Ave,Haverhill,MA,01830,1,HSI00001037,Steward Health Care System,Dallas,TX,,,,,,,,,,,,,
CHSP00002722,520107,Holy Family Memorial Inc,2300 Western Avenue,Manitowoc,WI,54220,1,HSI00000386,Froedtert and the Medical College of Wisconsin,Milwaukee,WI,58,2229,0,0,0,0,0,0,0.0732850569,0,1,94201788,322714174
CHSP00002723,310008,Holy Name Hospital,718 Teaneck Road,Teaneck,NJ,07666,1,HSI00001389,Holy Name Medical Center,Teaneck,NJ,289,9285,0,0,0,0,0,0,0.0548003157,0,1,452930037,1775218896
CHSP00002724,390097,Holy Redeemer Hospital,1648 Huntingdon Pike,Meadowbrook,PA,19046,1,HSI00000488,Holy Redeemer Health System,Huntingdon Valley,PA,201,8846,0.97,0,0,0,0.0048258706,0,0.0579641963,0,2,220606437,792184674
CHSP00002725,271347,Holy Rosary Healthcare,2600 Wilson Street,Miles City,MT,59301,1,HSI00000516,Intermountain Healthcare,Salt Lake City,UT,25,1040,0,0,0,0,0,0,0.0585173457,0,1,67259529,94890736
CHSP00002726,390004,Holy Spirit Hospital,503 North 21st Street,Camp Hill,PA,17011,1,HSI00000821,Penn State Health Milton S Hershey Medical Center,Hershey,PA,275,9033,3.47,0,0,0,0.0126181818,0,0.0403817279,0,1,304061470,1329352129
CHSP00002727,220024,Holyoke Medical Center,575 Beech Street,Holyoke,MA,01040,1,HSI00001219,Valley Health Systems,Holyoke,MA,201,5990,0,0,0,0,0,1,0.0220390144,0,1,176879998,530568229
CHSP00002728,360054,Holzer,100 Jackson Pike,Gallipolis,OH,45631,1,HSI00000490,Holzer Health System,Gallipolis,OH,148,3566,10.38,0,0,0,0.0701351351,0,0.0568723582,0,1,189577938,562440834
CHSP00002729,361320,Holzer Medical Center Jackson,500 Burlington Road,Jackson,OH,45640,1,HSI00000490,Holzer Health System,Gallipolis,OH,24,350,0,0,0,0,0,0,0.2225259217,1,1,24906863,76920692
CHSP00002730,100125,Homestead Hospital,975 Baptist Way,Homestead,FL,33033,1,HSI00000077,Baptist Health South Florida,Coral Gables,FL,159,6734,0,0,0,0,0,1,0.1656203739,1,1,270350592,1319073097
