YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2012,2012,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,25.0,25.0,,,23.9,26.0,13646.0,Total,,,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Total,Total,OVR,OVERALL
2012,2012,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.3,35.3,,,34.2,36.5,13646.0,Total,,,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q037,VALUE,6,Total,Total,OVR,OVERALL
2012,2012,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.2,35.2,,,34.1,36.4,11643.0,Total,,,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q037,VALUE,8,Total,Total,OVR,OVERALL
2012,2012,CO,Colorado,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,17.0,17.0,,,16.1,18.0,12239.0,Total,,,,,,"(38.843840757, -106.133610921)",PA,PA1,Q047,VALUE,8,Total,Total,OVR,OVERALL
2012,2012,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,20.5,20.5,,,19.5,21.5,11643.0,Total,,,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Total,Total,OVR,OVERALL
2012,2012,CT,Connecticut,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,22.1,22.1,,,20.9,23.4,8760.0,Total,,,,,,"(41.56266102, -72.649840952)",PA,PA1,Q047,VALUE,9,Total,Total,OVR,OVERALL
2012,2012,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,36.7,36.7,,,35.2,38.2,8312.0,Total,,,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q037,VALUE,9,Total,Total,OVR,OVERALL
2012,2012,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,25.6,25.6,,,24.3,26.9,8312.0,Total,,,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Total,Total,OVR,OVERALL
2012,2012,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,30.0,30.0,,,27.7,32.4,3644.0,Total,,,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q037,VALUE,11,Total,Total,OVR,OVERALL
2012,2012,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,21.9,21.9,,,19.9,24.1,3644.0,Total,,,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Total,Total,OVR,OVERALL
2012,2012,DC,District of Columbia,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,17.4,17.4,,,15.7,19.3,3817.0,Total,,,,,,"(38.890371385, -77.031961127)",PA,PA1,Q047,VALUE,11,Total,Total,OVR,OVERALL
2012,2012,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,26.9,26.9,,,25.2,28.6,4944.0,Total,,,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Total,Total,OVR,OVERALL
2012,2012,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,39.1,39.1,,,37.2,41.0,4944.0,Total,,,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q037,VALUE,10,Total,Total,OVR,OVERALL
2012,2012,DE,Delaware,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,23.5,23.5,,,21.9,25.1,5172.0,Total,,,,,,"(39.008830667, -75.577741168)",PA,PA1,Q047,VALUE,10,Total,Total,OVR,OVERALL
2012,2012,FL,Florida,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,23.3,23.3,,,21.8,24.8,7613.0,Total,,,,,,"(28.932040377, -81.928960539)",PA,PA1,Q047,VALUE,12,Total,Total,OVR,OVERALL
2012,2012,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,36.9,36.9,,,35.2,38.6,7282.0,Total,,,,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q037,VALUE,12,Total,Total,OVR,OVERALL
2012,2012,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,25.2,25.2,,,23.7,26.8,7282.0,Total,,,,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Total,Total,OVR,OVERALL
2012,2012,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,29.1,29.1,,,27.5,30.8,5737.0,Total,,,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Total,Total,OVR,OVERALL
2012,2012,GA,Georgia,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,23.6,23.6,,,22.2,25.0,6091.0,Total,,,,,,"(32.839681093, -83.627580346)",PA,PA1,Q047,VALUE,13,Total,Total,OVR,OVERALL
2012,2012,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.5,35.5,,,33.8,37.3,5737.0,Total,,,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q037,VALUE,13,Total,Total,OVR,OVERALL
2012,2012,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,23.6,23.6,,,22.0,25.2,7371.0,Total,,,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Total,Total,OVR,OVERALL
2012,2012,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,32.5,32.5,,,30.9,34.1,7371.0,Total,,,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q037,VALUE,15,Total,Total,OVR,OVERALL
2012,2012,HI,Hawaii,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,18.7,18.7,,,17.4,20.2,7580.0,Total,,,,,,"(21.304850435, -157.857749403)",PA,PA1,Q047,VALUE,15,Total,Total,OVR,OVERALL
2012,2012,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,30.4,30.4,,,29.1,31.8,6769.0,Total,,,,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q036,VALUE,19,Total,Total,OVR,OVERALL
2012,2012,IA,Iowa,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,23.1,23.1,,,22.0,24.3,7160.0,Total,,,,,,"(42.469400913, -93.816490556)",PA,PA1,Q047,VALUE,19,Total,Total,OVR,OVERALL
2012,2012,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,34.3,34.3,,,32.9,35.7,6769.0,Total,,,,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q037,VALUE,19,Total,Total,OVR,OVERALL
2012,2012,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.8,35.8,,,33.6,38.0,5578.0,Total,,,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q037,VALUE,16,Total,Total,OVR,OVERALL
2012,2012,ID,Idaho,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,20.3,20.3,,,18.6,22.1,5889.0,Total,,,,,,"(43.682630005, -114.363730042)",PA,PA1,Q047,VALUE,16,Total,Total,OVR,OVERALL
2012,2012,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,26.8,26.8,,,24.8,28.8,5578.0,Total,,,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Total,Total,OVR,OVERALL
2012,2012,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.8,35.8,,,34.0,37.7,5452.0,Total,,,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q037,VALUE,17,Total,Total,OVR,OVERALL
2012,2012,IL,Illinois,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,21.8,21.8,,,20.3,23.4,5578.0,Total,,,,,,"(40.485010283, -88.997710178)",PA,PA1,Q047,VALUE,17,Total,Total,OVR,OVERALL
2012,2012,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,28.1,28.1,,,26.4,29.9,5452.0,Total,,,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Total,Total,OVR,OVERALL
2012,2012,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,31.4,31.4,,,30.1,32.7,8225.0,Total,,,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,VALUE,18,Total,Total,OVR,OVERALL
2012,2012,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,34.1,34.1,,,32.8,35.5,8225.0,Total,,,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q037,VALUE,18,Total,Total,OVR,OVERALL
2012,2012,IN,Indiana,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,25.9,25.9,,,24.7,27.1,8628.0,Total,,,,,,"(39.766910452, -86.149960194)",PA,PA1,Q047,VALUE,18,Total,Total,OVR,OVERALL
2012,2012,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.7,35.7,,,34.6,36.9,11238.0,Total,,,,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q037,VALUE,20,Total,Total,OVR,OVERALL
2012,2012,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,29.8,29.8,,,28.7,31.0,11238.0,Total,,,,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Total,Total,OVR,OVERALL
2012,2012,KS,Kansas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,22.9,22.9,,,21.9,24.0,11793.0,Total,,,,,,"(38.3477403, -98.200781227)",PA,PA1,Q047,VALUE,20,Total,Total,OVR,OVERALL
2012,2012,KY,Kentucky,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,29.7,29.7,,,28.4,31.0,11201.0,Total,,,,,,"(37.645970271, -84.774971048)",PA,PA1,Q047,VALUE,21,Total,Total,OVR,OVERALL
2012,2012,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.6,35.6,,,34.2,37.0,10570.0,Total,,,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q037,VALUE,21,Total,Total,OVR,OVERALL
2012,2012,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,31.3,31.3,,,29.9,32.7,10570.0,Total,,,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Total,Total,OVR,OVERALL
2012,2012,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,34.7,34.7,,,33.1,36.4,8656.0,Total,,,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Total,Total,OVR,OVERALL
2012,2012,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,34.9,34.9,,,33.2,36.5,8656.0,Total,,,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q037,VALUE,22,Total,Total,OVR,OVERALL
2012,2012,LA,Louisiana,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,29.9,29.9,,,28.4,31.4,9062.0,Total,,,,,,"(31.312660644, -92.445680071)",PA,PA1,Q047,VALUE,22,Total,Total,OVR,OVERALL
2012,2012,MA,Massachusetts,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,22.9,22.9,,,22.0,23.8,19904.0,Total,,,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q036,VALUE,25,Total,Total,OVR,OVERALL
2012,2012,MA,Massachusetts,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.9,35.9,,,34.8,36.9,19904.0,Total,,,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q037,VALUE,25,Total,Total,OVR,OVERALL
2012,2012,MA,Massachusetts,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,19.8,19.8,,,19.0,20.6,21691.0,Total,,,,,,"(42.27687047, -72.082690675)",PA,PA1,Q047,VALUE,25,Total,Total,OVR,OVERALL
2012,2012,MD,Maryland,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,36.2,36.2,,,34.8,37.7,11947.0,Total,,,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q037,VALUE,24,Total,Total,OVR,OVERALL
2012,2012,MD,Maryland,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,27.6,27.6,,,26.3,28.9,11947.0,Total,,,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q036,VALUE,24,Total,Total,OVR,OVERALL
2012,2012,MD,Maryland,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,23.1,23.1,,,21.8,24.4,12798.0,Total,,,,,,"(39.290580964, -76.609260111)",PA,PA1,Q047,VALUE,24,Total,Total,OVR,OVERALL
2012,2012,ME,Maine,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,20.9,20.9,,,19.9,21.9,9905.0,Total,,,,,,"(45.254228894001, -68.985031336)",PA,PA1,Q047,VALUE,23,Total,Total,OVR,OVERALL
2012,2012,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,28.3,28.3,,,27.2,29.5,9512.0,Total,,,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Total,Total,OVR,OVERALL
2012,2012,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.8,35.8,,,34.6,37.0,9512.0,Total,,,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q037,VALUE,23,Total,Total,OVR,OVERALL
2012,2012,MI,Michigan,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,23.3,23.3,,,22.2,24.5,10490.0,Total,,,,,,"(44.661319543001, -84.71439027)",PA,PA1,Q047,VALUE,26,Total,Total,OVR,OVERALL
2012,2012,MI,Michigan,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,34.6,34.6,,,33.3,35.8,10052.0,Total,,,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q037,VALUE,26,Total,Total,OVR,OVERALL
2012,2012,MI,Michigan,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,31.1,31.1,,,29.8,32.3,10052.0,Total,,,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q036,VALUE,26,Total,Total,OVR,OVERALL
2012,2012,MN,Minnesota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,25.7,25.7,,,24.7,26.8,11429.0,Total,,,,,,"(46.355648736, -94.794200503)",OWS,OWS1,Q036,VALUE,27,Total,Total,OVR,OVERALL
2012,2012,MN,Minnesota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,17.6,17.6,,,16.7,18.5,12226.0,Total,,,,,,"(46.355648736, -94.794200503)",PA,PA1,Q047,VALUE,27,Total,Total,OVR,OVERALL
2012,2012,MN,Minnesota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,37.3,37.3,,,36.1,38.5,11429.0,Total,,,,,,"(46.355648736, -94.794200503)",OWS,OWS1,Q037,VALUE,27,Total,Total,OVR,OVERALL
2012,2012,MO,Missouri,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,36.2,36.2,,,34.5,37.9,6446.0,Total,,,,,,"(38.635790776, -92.566300053)",OWS,OWS1,Q037,VALUE,29,Total,Total,OVR,OVERALL
2012,2012,MO,Missouri,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,24.7,24.7,,,23.2,26.2,6751.0,Total,,,,,,"(38.635790776, -92.566300053)",PA,PA1,Q047,VALUE,29,Total,Total,OVR,OVERALL
2012,2012,MO,Missouri,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,29.6,29.6,,,28.0,31.2,6446.0,Total,,,,,,"(38.635790776, -92.566300053)",OWS,OWS1,Q036,VALUE,29,Total,Total,OVR,OVERALL
2012,2012,MS,Mississippi,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,30.8,30.8,,,29.4,32.3,7781.0,Total,,,,,,"(32.745510099, -89.538030825)",PA,PA1,Q047,VALUE,28,Total,Total,OVR,OVERALL
2012,2012,MS,Mississippi,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,34.6,34.6,,,33.1,36.2,7429.0,Total,,,,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Total,Total,OVR,OVERALL
2012,2012,MS,Mississippi,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,34.3,34.3,,,32.8,35.9,7429.0,Total,,,,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q037,VALUE,28,Total,Total,OVR,OVERALL
2012,2012,MT,Montana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,37.0,37.0,,,35.7,38.4,8357.0,Total,,,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q037,VALUE,30,Total,Total,OVR,OVERALL
2012,2012,MT,Montana,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,20.5,20.5,,,19.4,21.6,8669.0,Total,,,,,,"(47.066528972, -109.424420645)",PA,PA1,Q047,VALUE,30,Total,Total,OVR,OVERALL
2012,2012,MT,Montana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,24.3,24.3,,,23.1,25.5,8357.0,Total,,,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Total,Total,OVR,OVERALL
2012,2012,NC,North Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,29.6,29.6,,,28.5,30.7,11113.0,Total,,,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Total,Total,OVR,OVERALL
2012,2012,NC,North Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,24.9,24.9,,,23.9,25.9,11889.0,Total,,,,,,"(35.466220975, -79.159250463)",PA,PA1,Q047,VALUE,37,Total,Total,OVR,OVERALL
2012,2012,NC,North Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,36.2,36.2,,,35.1,37.4,11113.0,Total,,,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q037,VALUE,37,Total,Total,OVR,OVERALL
2012,2012,ND,North Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,29.7,29.7,,,27.9,31.4,4625.0,Total,,,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Total,Total,OVR,OVERALL
2012,2012,ND,North Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,23.8,23.8,,,22.3,25.4,4873.0,Total,,,,,,"(47.475319779, -100.118421049)",PA,PA1,Q047,VALUE,38,Total,Total,OVR,OVERALL
2012,2012,ND,North Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,36.6,36.6,,,34.7,38.4,4625.0,Total,,,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q037,VALUE,38,Total,Total,OVR,OVERALL
2012,2012,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,28.6,28.6,,,27.7,29.6,18385.0,Total,,,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Total,Total,OVR,OVERALL
2012,2012,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,21.0,21.0,,,20.2,21.9,19153.0,Total,,,,,,"(41.641040988001, -99.365720623)",PA,PA1,Q047,VALUE,31,Total,Total,OVR,OVERALL
2012,2012,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,36.4,36.4,,,35.4,37.4,18385.0,Total,,,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q037,VALUE,31,Total,Total,OVR,OVERALL
2012,2012,NH,New Hampshire,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,27.3,27.3,,,25.8,28.8,7182.0,Total,,,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Total,Total,OVR,OVERALL
2012,2012,NH,New Hampshire,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,34.9,34.9,,,33.3,36.4,7182.0,Total,,,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q037,VALUE,33,Total,Total,OVR,OVERALL
2012,2012,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,20.0,20.0,,,18.7,21.3,7508.0,Total,,,,,,"(43.655950113, -71.50036092)",PA,PA1,Q047,VALUE,33,Total,Total,OVR,OVERALL
2012,2012,NJ,New Jersey,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,24.6,24.6,,,23.6,25.6,14477.0,Total,,,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Total,Total,OVR,OVERALL
2012,2012,NJ,New Jersey,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,36.9,36.9,,,35.8,38.1,14477.0,Total,,,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q037,VALUE,34,Total,Total,OVR,OVERALL
2012,2012,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,24.9,24.9,,,23.9,25.9,15732.0,Total,,,,,,"(40.130570048, -74.273691288)",PA,PA1,Q047,VALUE,34,Total,Total,OVR,OVERALL
2012,2012,NM,New Mexico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,35.7,35.7,,,34.5,37.0,8385.0,Total,,,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q037,VALUE,35,Total,Total,OVR,OVERALL
2012,2012,NM,New Mexico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,27.1,27.1,,,25.9,28.3,8385.0,Total,,,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q036,VALUE,35,Total,Total,OVR,OVERALL
2012,2012,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,21.8,21.8,,,20.7,22.9,8773.0,Total,,,,,,"(34.520880952, -106.240580985)",PA,PA1,Q047,VALUE,35,Total,Total,OVR,OVERALL
2012,2012,NV,Nevada,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012.0,Value,36.3,36.3,,,34.3,38.4,4592.0,Total,,,,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q037,VALUE,32,Total,Total,OVR,OVERALL
2012,2012,NV,Nevada,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012.0,Value,26.2,26.2,,,24.3,28.2,4592.0,Total,,,,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Total,Total,OVR,OVERALL
2012,2012,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012.0,Value,21.3,21.3,,,19.6,23.0,4837.0,Total,,,,,,"(39.49324039, -117.071840564)",PA,PA1,Q047,VALUE,32,Total,Total,OVR,OVERALL
